date,region,category,orders,revenue,active_users,churned_users
2024-11-09,West India,Beauty,8,11105.0,14,0
2024-11-10,West India,Beauty,9,13754.27,16,0
2024-11-11,West India,Beauty,6,6327.79,9,0
2024-11-12,West India,Beauty,8,4633.17,13,0
2024-11-13,West India,Beauty,4,4420.61,6,0
2024-11-14,West India,Beauty,6,2666.47,11,0
2024-11-15,West India,Beauty,4,4707.16,5,0
2024-11-16,West India,Beauty,10,11043.64,17,0
2024-11-17,West India,Beauty,11,11739.66,18,0
2024-11-18,West India,Beauty,4,1978.6,6,0
2024-11-19,West India,Beauty,5,5906.92,8,0
2024-11-20,West India,Beauty,4,1681.0,7,0
2024-11-21,West India,Beauty,4,4093.12,6,0
2024-11-22,West India,Beauty,8,7186.39,14,0
2024-11-23,West India,Beauty,15,12690.59,27,0
2024-11-24,West India,Beauty,10,9806.38,15,0
2024-11-25,West India,Beauty,4,4300.42,7,0
2024-11-26,West India,Beauty,2,1291.43,2,0
2024-11-27,West India,Beauty,8,6738.35,12,0
2024-11-28,West India,Beauty,7,7040.7,10,0
2024-11-29,West India,Beauty,9,12523.81,13,0
2024-11-30,West India,Beauty,12,15460.72,21,0
2024-12-01,West India,Beauty,4,3567.19,5,0
2024-12-02,West India,Beauty,2,1771.89,2,0
2024-12-03,West India,Beauty,5,5388.84,7,0
2024-12-04,West India,Beauty,3,2012.25,4,0
2024-12-05,West India,Beauty,2,1659.58,3,0
2024-12-06,West India,Beauty,4,4895.9,5,0
2024-12-07,West India,Beauty,4,3373.54,7,0
2024-12-08,West India,Beauty,7,6833.85,12,0
2024-12-09,West India,Beauty,3,2899.81,4,0
2024-12-10,West India,Beauty,4,6311.71,6,0
2024-12-11,West India,Beauty,4,2617.02,6,0
2024-12-12,West India,Beauty,4,5661.18,6,0
2024-12-13,West India,Beauty,2,1415.18,3,0
2024-12-14,West India,Beauty,6,4474.83,9,0
2024-12-15,West India,Beauty,7,6338.71,11,0
2024-12-16,West India,Beauty,1,439.04,1,0
2024-12-17,West India,Beauty,5,6135.8,8,0
2024-12-18,West India,Beauty,6,5989.58,10,0
2024-12-19,West India,Beauty,4,3288.19,6,0
2024-12-20,West India,Beauty,5,4949.44,7,0
2024-12-21,West India,Beauty,9,7772.11,13,0
2024-12-22,West India,Beauty,3,3481.68,4,0
2024-12-23,West India,Beauty,4,1681.93,6,0
2024-12-24,West India,Beauty,5,5114.09,8,0
2024-12-25,West India,Beauty,7,5332.16,11,0
2024-12-26,West India,Beauty,4,2006.77,6,0
2024-12-27,West India,Beauty,5,3022.48,7,0
2024-12-28,West India,Beauty,7,6312.36,11,0
2024-12-29,West India,Beauty,10,11757.65,15,0
2024-12-30,West India,Beauty,6,7493.93,10,0
2024-12-31,West India,Beauty,5,4996.11,8,0
2025-01-01,West India,Beauty,1,1036.09,1,0
2025-01-02,West India,Beauty,3,3249.3,5,0
2025-01-03,West India,Beauty,7,8909.62,13,0
2025-01-04,West India,Beauty,9,4287.27,15,0
2025-01-05,West India,Beauty,4,3067.46,7,0
2025-01-06,West India,Beauty,3,4727.52,5,0
2025-01-07,West India,Beauty,2,1576.96,3,0
2025-01-08,West India,Beauty,4,4820.37,7,0
2025-01-09,West India,Beauty,5,5775.35,7,0
2025-01-10,West India,Beauty,7,6459.61,13,0
2025-01-11,West India,Beauty,6,2264.55,9,0
2025-01-12,West India,Beauty,6,5532.48,8,0
2025-01-13,West India,Beauty,5,6674.66,8,0
2025-01-14,West India,Beauty,4,4403.14,5,0
2025-01-15,West India,Beauty,3,2152.3,5,0
2025-01-16,West India,Beauty,4,5181.9,7,0
2025-01-17,West India,Beauty,1,828.19,1,0
2025-01-18,West India,Beauty,8,5506.93,11,0
2025-01-19,West India,Beauty,9,12092.33,16,0
2025-01-20,West India,Beauty,2,2037.81,3,0
2025-01-21,West India,Beauty,4,4413.65,7,0
2025-01-22,West India,Beauty,4,3750.97,7,0
2025-01-23,West India,Beauty,6,6334.02,9,0
2025-01-24,West India,Beauty,6,8576.26,10,0
2025-01-25,West India,Beauty,6,4900.85,10,0
2025-01-26,West India,Beauty,4,3871.95,6,0
2025-01-27,West India,Beauty,5,8464.29,8,0
2025-01-28,West India,Beauty,1,990.69,1,0
2025-01-29,West India,Beauty,6,3836.27,10,0
2025-01-30,West India,Beauty,4,4655.93,6,0
2025-01-31,West India,Beauty,12,13640.41,21,0
2025-02-01,West India,Beauty,5,5480.65,7,0
2025-02-02,West India,Beauty,9,7771.47,14,0
2025-02-03,West India,Beauty,5,3161.92,7,0
2025-02-04,West India,Beauty,5,4847.04,7,0
2025-02-05,West India,Beauty,5,3560.72,8,0
2025-02-06,West India,Beauty,3,3766.25,5,0
2025-02-07,West India,Beauty,4,3727.56,5,0
2025-02-08,West India,Beauty,5,6814.47,7,0
2025-02-09,West India,Beauty,6,6121.59,10,0
2025-02-10,West India,Beauty,6,5827.57,10,0
2025-02-11,West India,Beauty,3,2417.87,4,0
2025-02-12,West India,Beauty,4,3066.11,5,0
2025-02-13,West India,Beauty,3,1738.11,5,0
2025-02-14,West India,Beauty,3,3909.22,5,0
2025-02-15,West India,Beauty,9,4227.56,13,0
2025-02-16,West India,Beauty,11,11212.13,16,0
2025-02-17,West India,Beauty,2,2236.42,3,0
2025-02-18,West India,Beauty,2,2054.47,2,0
2025-02-19,West India,Beauty,8,9857.75,13,0
2025-02-20,West India,Beauty,3,3026.3,5,0
2025-02-21,West India,Beauty,3,3589.1,4,0
2025-02-22,West India,Beauty,5,4068.04,8,0
2025-02-23,West India,Beauty,6,6268.44,10,0
2025-02-24,West India,Beauty,2,3104.94,3,0
2025-02-25,West India,Beauty,1,922.03,1,0
2025-02-26,West India,Beauty,1,901.06,1,0
2025-02-27,West India,Beauty,5,5282.63,8,0
2025-02-28,West India,Beauty,4,4582.89,6,0
2025-03-01,West India,Beauty,7,4772.02,10,0
2025-03-02,West India,Beauty,10,16832.6,18,0
2025-03-03,West India,Beauty,4,2653.47,5,0
2025-03-04,West India,Beauty,3,2367.84,4,0
2025-03-05,West India,Beauty,1,1029.49,1,0
2025-03-06,West India,Beauty,4,3873.67,6,0
2025-03-07,West India,Beauty,4,2353.58,6,0
2025-03-08,West India,Beauty,4,3545.53,6,0
2025-03-09,West India,Beauty,5,1658.67,8,0
2025-03-10,West India,Beauty,2,1207.21,3,0
2025-03-11,West India,Beauty,4,2796.18,6,0
2025-03-12,West India,Beauty,6,5162.29,8,0
2025-03-13,West India,Beauty,6,4988.85,11,0
2025-03-14,West India,Beauty,2,2171.66,2,0
2025-03-15,West India,Beauty,8,8159.83,12,0
2025-03-16,West India,Beauty,11,11303.82,17,0
2025-03-17,West India,Beauty,5,7477.77,9,0
2025-03-18,West India,Beauty,4,5100.46,6,0
2025-03-19,West India,Beauty,3,1549.21,5,0
2025-03-20,West India,Beauty,3,4151.81,5,0
2025-03-21,West India,Beauty,4,3027.96,5,0
2025-03-22,West India,Beauty,6,5847.51,8,0
2025-03-23,West India,Beauty,15,16800.0,21,1
2025-03-24,West India,Beauty,4,3234.74,6,0
2025-03-25,West India,Beauty,6,5169.86,9,0
2025-03-26,West India,Beauty,6,5891.74,10,0
2025-03-27,West India,Beauty,4,3194.15,6,0
2025-03-28,West India,Beauty,8,7005.93,11,0
2025-03-29,West India,Beauty,4,6721.5,6,0
2025-03-30,West India,Beauty,11,7559.09,19,0
2025-03-31,West India,Beauty,7,7068.64,12,0
2025-04-01,West India,Beauty,6,5772.65,9,0
2025-04-02,West India,Beauty,5,3131.69,8,0
2025-04-03,West India,Beauty,2,2729.73,3,0
2025-04-04,West India,Beauty,3,1844.48,5,0
2025-04-05,West India,Beauty,6,7542.7,10,0
2025-04-06,West India,Beauty,8,9982.73,13,0
2025-04-07,West India,Beauty,5,5975.55,9,0
2025-04-08,West India,Beauty,4,2744.32,7,0
2025-04-09,West India,Beauty,8,7918.17,11,0
2025-04-10,West India,Beauty,6,4556.73,9,0
2025-04-11,West India,Beauty,1,1227.24,1,0
2025-04-12,West India,Beauty,11,11000.74,19,0
2025-04-13,West India,Beauty,3,3805.4,5,0
2025-04-14,West India,Beauty,3,2291.8,4,0
2025-04-15,West India,Beauty,4,4412.32,6,0
2025-04-16,West India,Beauty,2,1535.52,2,0
2025-04-17,West India,Beauty,7,10966.97,13,0
2025-04-18,West India,Beauty,6,7634.97,9,0
2025-04-19,West India,Beauty,4,5283.76,6,0
2025-04-20,West India,Beauty,13,6659.42,20,0
2025-04-21,West India,Beauty,5,2928.62,8,0
2025-04-22,West India,Beauty,5,6178.62,8,0
2025-04-23,West India,Beauty,7,4065.88,11,0
2025-04-24,West India,Beauty,4,4541.24,6,0
2025-04-25,West India,Beauty,5,5383.53,8,0
2025-04-26,West India,Beauty,8,11805.37,14,0
2025-04-27,West India,Beauty,1,929.53,1,0
2025-04-28,West India,Beauty,6,5005.03,10,0
2025-04-29,West India,Beauty,10,7331.48,14,0
2025-04-30,West India,Beauty,7,10223.46,11,0
2025-05-01,West India,Beauty,3,3169.84,4,0
2025-05-02,West India,Beauty,1,1006.93,1,0
2025-05-03,West India,Beauty,6,4776.08,9,0
2025-05-04,West India,Beauty,2,2416.81,3,0
2025-05-05,West India,Beauty,2,2110.11,2,0
2025-05-06,West India,Beauty,6,7219.32,10,0
2025-05-07,West India,Beauty,5,8626.75,7,0
2025-05-08,West India,Beauty,8,6220.72,13,0
2025-05-09,West India,Beauty,4,3453.43,7,0
2025-05-10,West India,Beauty,11,15747.48,18,1
2025-05-11,West India,Beauty,7,8488.92,11,0
2025-05-12,West India,Beauty,4,4450.96,5,0
2025-05-13,West India,Beauty,4,3668.08,6,0
2025-05-14,West India,Beauty,6,5820.65,9,0
2025-05-15,West India,Beauty,5,3469.83,8,0
2025-05-16,West India,Beauty,5,9044.38,7,0
2025-05-17,West India,Beauty,6,9522.78,10,0
2025-05-18,West India,Beauty,4,4353.87,7,0
2025-05-19,West India,Beauty,7,8892.27,11,0
2025-05-20,West India,Beauty,6,5640.41,8,0
2025-05-21,West India,Beauty,3,1845.5,5,0
2025-05-22,West India,Beauty,3,2664.56,4,0
2025-05-23,West India,Beauty,3,3493.99,5,0
2025-05-24,West India,Beauty,5,2695.26,8,0
2025-05-25,West India,Beauty,7,4716.61,11,0
2025-05-26,West India,Beauty,3,3106.65,4,0
2025-05-27,West India,Beauty,5,4469.83,8,0
2025-05-28,West India,Beauty,10,8101.7,14,0
2025-05-29,West India,Beauty,8,1598.6,13,0
2025-05-30,West India,Beauty,6,6499.92,11,0
2025-05-31,West India,Beauty,9,7771.43,14,0
2025-06-01,West India,Beauty,3,3074.54,4,0
2025-06-02,West India,Beauty,4,3116.85,5,0
2025-06-03,West India,Beauty,4,2185.6,6,0
2025-06-04,West India,Beauty,4,3927.07,6,0
2025-06-05,West India,Beauty,8,7418.99,13,0
2025-06-06,West India,Beauty,3,2345.11,4,0
2025-06-07,West India,Beauty,6,5772.4,8,0
2025-06-08,West India,Beauty,5,5875.45,7,0
2025-06-09,West India,Beauty,8,7830.6,13,0
2025-06-10,West India,Beauty,3,3261.15,4,0
2025-06-11,West India,Beauty,4,3397.74,6,0
2025-06-12,West India,Beauty,3,2693.83,4,0
2025-06-13,West India,Beauty,2,1645.53,3,0
2025-06-14,West India,Beauty,11,11217.35,18,0
2025-06-15,West India,Beauty,6,2812.32,10,0
2025-06-16,West India,Beauty,1,600.16,1,0
2025-06-17,West India,Beauty,3,2491.71,5,0
2025-06-18,West India,Beauty,7,5007.51,11,0
2025-06-19,West India,Beauty,2,2577.39,3,0
2025-06-20,West India,Beauty,8,16196.89,14,0
2025-06-21,West India,Beauty,8,5562.2,13,0
2025-06-22,West India,Beauty,10,10496.11,18,0
2025-06-23,West India,Beauty,2,2688.48,3,0
2025-06-24,West India,Beauty,5,3615.09,9,0
2025-06-26,West India,Beauty,3,5636.7,4,0
2025-06-27,West India,Beauty,2,1739.53,2,0
2025-06-28,West India,Beauty,9,8033.06,13,0
2025-06-29,West India,Beauty,7,8518.73,10,0
2025-06-30,West India,Beauty,4,4276.72,6,0
2025-07-01,West India,Beauty,7,5125.9,10,0
2025-07-02,West India,Beauty,6,7236.26,8,0
2025-07-03,West India,Beauty,3,2861.28,5,0
2025-07-04,West India,Beauty,3,3832.11,5,0
2025-07-05,West India,Beauty,5,5383.3,7,0
2025-07-06,West India,Beauty,4,5218.26,6,0
2025-07-07,West India,Beauty,5,3189.12,8,0
2025-07-08,West India,Beauty,5,4704.31,7,0
2025-07-09,West India,Beauty,4,4501.08,6,0
2025-07-10,West India,Beauty,2,1055.16,3,0
2025-07-11,West India,Beauty,2,1408.29,3,0
2025-07-12,West India,Beauty,6,7179.21,8,0
2025-07-13,West India,Beauty,11,11968.6,20,0
2025-07-14,West India,Beauty,2,1726.29,3,0
2025-07-15,West India,Beauty,2,1745.55,2,0
2025-07-16,West India,Beauty,3,781.8,4,0
2025-07-17,West India,Beauty,5,6411.71,8,0
2025-07-18,West India,Beauty,6,8381.81,8,0
2025-07-19,West India,Beauty,8,6309.69,14,0
2025-07-20,West India,Beauty,7,2553.3,12,0
2025-07-21,West India,Beauty,7,6681.25,10,0
2025-07-22,West India,Beauty,8,7974.35,15,0
2025-07-23,West India,Beauty,4,3764.97,7,0
2025-07-24,West India,Beauty,4,5398.89,6,0
2025-07-25,West India,Beauty,4,5011.84,6,0
2025-07-26,West India,Beauty,6,6714.55,10,0
2025-07-27,West India,Beauty,3,3540.38,4,0
2025-07-28,West India,Beauty,11,10559.98,19,0
2025-07-29,West India,Beauty,6,5229.37,9,0
2025-07-30,West India,Beauty,5,3811.43,8,0
2025-07-31,West India,Beauty,5,2549.76,9,0
2025-08-01,West India,Beauty,2,1767.74,3,0
2025-08-02,West India,Beauty,5,3760.56,8,0
2025-08-03,West India,Beauty,9,6980.02,16,0
2025-08-05,West India,Beauty,4,4128.62,6,0
2025-08-06,West India,Beauty,6,6863.33,10,0
2025-08-07,West India,Beauty,5,3820.73,8,0
2025-08-08,West India,Beauty,3,3657.46,5,0
2025-08-09,West India,Beauty,7,5711.43,10,0
2025-08-10,West India,Beauty,7,6617.99,12,0
2025-08-11,West India,Beauty,6,4404.97,10,0
2025-08-12,West India,Beauty,3,2563.69,4,0
2025-08-13,West India,Beauty,3,3504.41,4,0
2025-08-14,West India,Beauty,8,11212.56,12,0
2025-08-15,West India,Beauty,5,4105.9,7,0
2025-08-16,West India,Beauty,5,6821.94,7,0
2025-08-17,West India,Beauty,11,2125.51,17,0
2025-08-18,West India,Beauty,4,4118.15,7,0
2025-08-19,West India,Beauty,2,1553.19,2,0
2025-08-20,West India,Beauty,4,3548.13,5,0
2025-08-21,West India,Beauty,8,8657.87,14,0
2025-08-22,West India,Beauty,6,3101.82,9,0
2025-08-23,West India,Beauty,8,3781.0,14,0
2025-08-24,West India,Beauty,8,6553.7,13,0
2025-08-25,West India,Beauty,5,2660.5,7,0
2025-08-26,West India,Beauty,7,3448.77,10,0
2025-08-27,West India,Beauty,5,7877.14,8,0
2025-08-28,West India,Beauty,6,5398.54,10,0
2025-08-29,West India,Beauty,9,10467.68,13,0
2025-08-30,West India,Beauty,9,6198.45,14,0
2025-08-31,West India,Beauty,7,7153.8,11,0
2025-09-01,West India,Beauty,7,7047.22,10,0
2025-09-02,West India,Beauty,4,6749.4,7,0
2025-09-03,West India,Beauty,6,4580.57,9,0
2025-09-04,West India,Beauty,1,930.9,1,0
2025-09-05,West India,Beauty,3,3252.35,4,0
2025-09-06,West India,Beauty,5,3741.79,9,0
2025-09-07,West India,Beauty,8,6167.63,11,0
2025-09-08,West India,Beauty,8,8358.17,13,0
2025-09-09,West India,Beauty,7,5750.18,12,0
2025-09-10,West India,Beauty,3,2873.16,4,0
2025-09-11,West India,Beauty,8,6080.56,13,0
2025-09-12,West India,Beauty,5,4559.83,8,0
2025-09-13,West India,Beauty,3,2701.07,4,0
2025-09-14,West India,Beauty,5,5100.38,8,0
2025-09-15,West India,Beauty,3,4194.89,4,0
2025-09-16,West India,Beauty,2,1784.44,3,0
2025-09-17,West India,Beauty,3,2405.7,4,0
2025-09-18,West India,Beauty,7,6263.07,10,0
2025-09-19,West India,Beauty,7,10405.57,11,0
2025-09-20,West India,Beauty,8,11188.37,15,0
2025-09-21,West India,Beauty,10,8735.84,17,0
2025-09-22,West India,Beauty,6,4678.19,10,0
2025-09-23,West India,Beauty,4,4720.23,6,0
2025-09-24,West India,Beauty,4,2783.26,5,0
2025-09-25,West India,Beauty,6,4317.84,9,0
2025-09-26,West India,Beauty,6,9269.41,9,0
2025-09-27,West India,Beauty,8,7126.28,13,0
2025-09-28,West India,Beauty,13,6510.78,19,0
2025-09-29,West India,Beauty,6,6726.28,8,0
2025-09-30,West India,Beauty,4,4844.21,5,0
2025-10-01,West India,Beauty,6,7248.94,10,0
2025-10-02,West India,Beauty,3,2986.93,4,0
2025-10-03,West India,Beauty,7,9105.64,10,0
2025-10-04,West India,Beauty,12,15296.95,20,0
2025-10-05,West India,Beauty,8,4118.44,12,0
2025-10-06,West India,Beauty,17,15482.74,28,1
2025-10-07,West India,Beauty,7,6754.86,11,0
2025-10-08,West India,Beauty,4,3198.32,6,0
2025-10-09,West India,Beauty,2,1619.01,3,0
2025-10-10,West India,Beauty,10,9191.67,14,0
2025-10-11,West India,Beauty,11,10327.58,19,1
2025-10-12,West India,Beauty,19,17256.24,34,1
2025-10-13,West India,Beauty,10,10853.75,17,0
2025-10-14,West India,Beauty,10,13938.87,14,0
2025-10-15,West India,Beauty,5,5519.36,7,0
2025-10-16,West India,Beauty,5,5209.75,7,0
2025-10-17,West India,Beauty,7,7236.49,13,0
2025-10-18,West India,Beauty,13,11120.74,21,0
2025-10-19,West India,Beauty,12,7735.5,18,1
2025-10-20,West India,Beauty,9,8156.6,15,0
2025-10-21,West India,Beauty,7,5508.77,12,0
2025-10-22,West India,Beauty,6,8478.98,9,0
2025-10-23,West India,Beauty,9,6456.67,16,0
2025-10-24,West India,Beauty,7,7944.45,10,0
2025-10-25,West India,Beauty,10,9776.06,18,0
2025-10-26,West India,Beauty,9,8402.57,15,0
2025-10-27,West India,Beauty,15,21290.34,26,1
2025-10-28,West India,Beauty,4,2954.77,5,0
2025-10-29,West India,Beauty,13,16383.25,18,0
2025-10-30,West India,Beauty,8,6356.6,14,0
2025-10-31,West India,Beauty,7,6846.66,12,0
2025-11-01,West India,Beauty,10,8732.83,14,0
2025-11-02,West India,Beauty,10,8700.78,17,0
2025-11-03,West India,Beauty,8,8298.4,14,0
2025-11-04,West India,Beauty,5,2152.17,9,0
2025-11-05,West India,Beauty,7,8010.13,10,0
2025-11-06,West India,Beauty,6,6020.11,9,0
2025-11-07,West India,Beauty,5,4429.62,8,0
2025-11-08,West India,Beauty,9,7784.87,15,0
2025-11-09,West India,Beauty,11,9763.04,16,0
2025-11-10,West India,Beauty,11,12268.54,20,0
2025-11-11,West India,Beauty,3,3716.66,4,0
2025-11-12,West India,Beauty,4,4132.37,6,0
2025-11-13,West India,Beauty,7,7504.02,12,0
2025-11-14,West India,Beauty,10,10403.52,17,0
2025-11-15,West India,Beauty,9,8634.57,16,0
2025-11-16,West India,Beauty,9,8396.43,13,0
2025-11-17,West India,Beauty,9,14919.35,12,0
2025-11-18,West India,Beauty,12,15858.03,20,0
2025-11-19,West India,Beauty,4,4923.21,6,0
2025-11-20,West India,Beauty,8,6147.22,12,0
2025-11-21,West India,Beauty,9,4625.51,15,0
2025-11-22,West India,Beauty,14,20589.5,23,0
2025-11-23,West India,Beauty,9,9043.38,16,0
2025-11-24,West India,Beauty,16,12573.8,25,1
2025-11-25,West India,Beauty,9,6492.97,13,0
2025-11-26,West India,Beauty,7,6285.97,11,0
2025-11-27,West India,Beauty,7,6797.73,10,0
2025-11-28,West India,Beauty,10,2644.55,14,0
2025-11-29,West India,Beauty,22,25395.98,33,0
2025-11-30,West India,Beauty,20,18591.42,28,1
2025-12-01,West India,Beauty,3,2544.9,4,0
2025-12-02,West India,Beauty,4,3955.42,6,0
2025-12-03,West India,Beauty,2,1833.19,3,0
2025-12-04,West India,Beauty,1,1106.62,1,0
2025-12-05,West India,Beauty,4,5799.56,6,0
2025-12-06,West India,Beauty,2,1500.27,2,0
2025-12-07,West India,Beauty,6,5745.29,9,0
2025-12-08,West India,Beauty,4,3759.11,5,0
2025-12-09,West India,Beauty,1,908.38,1,0
2025-12-10,West India,Beauty,9,7446.43,12,0
2025-12-11,West India,Beauty,7,6098.99,12,0
2025-12-12,West India,Beauty,5,1900.18,7,0
2025-12-13,West India,Beauty,8,10719.12,13,0
2025-12-14,West India,Beauty,2,403.32,2,0
2025-12-15,West India,Beauty,6,8681.21,10,0
2025-12-16,West India,Beauty,4,2994.76,5,0
2025-12-17,West India,Beauty,6,7727.22,8,0
2025-12-18,West India,Beauty,4,3235.83,5,0
2025-12-19,West India,Beauty,4,3268.95,5,0
2025-12-20,West India,Beauty,7,4639.46,11,0
2025-12-21,West India,Beauty,7,7256.52,11,0
2025-12-22,West India,Beauty,2,1796.33,3,0
2025-12-23,West India,Beauty,6,7974.25,8,0
2025-12-24,West India,Beauty,6,4488.25,9,0
2025-12-25,West India,Beauty,2,1876.16,3,0
2025-12-26,West India,Beauty,4,3259.68,5,0
2025-12-27,West India,Beauty,9,8847.16,15,0
2025-12-28,West India,Beauty,12,13903.88,19,0
2025-12-29,West India,Beauty,4,2622.57,6,0
2025-12-30,West India,Beauty,7,5280.45,12,0
2025-12-31,West India,Beauty,5,4454.84,7,0
2024-01-01,West India,Sports,5,8668.45,7,0
2024-01-02,West India,Sports,6,9042.79,11,0
2024-01-03,West India,Sports,3,5764.14,5,0
2024-01-04,West India,Sports,5,7511.04,8,0
2024-01-05,West India,Sports,5,8058.01,9,0
2024-01-06,West India,Sports,4,6542.1,6,0
2024-01-07,West India,Sports,9,16476.69,15,0
2024-01-08,West India,Sports,3,4816.85,4,0
2024-01-09,West India,Sports,1,1748.71,1,0
2024-01-11,West India,Sports,1,1470.27,1,0
2024-01-12,West India,Sports,4,5664.39,6,0
2024-01-13,West India,Sports,2,2591.38,3,0
2024-01-14,West India,Sports,6,9203.79,10,0
2024-01-15,West India,Sports,4,4708.46,5,0
2024-01-16,West India,Sports,4,8752.98,7,0
2024-01-17,West India,Sports,6,11277.77,9,0
2024-01-18,West India,Sports,1,1653.21,1,0
2024-01-19,West India,Sports,4,6416.54,6,0
2024-01-20,West India,Sports,4,7046.44,6,0
2024-01-21,West India,Sports,6,13048.66,11,0
2024-01-23,West India,Sports,2,2959.32,3,0
2024-01-24,West India,Sports,3,4825.44,4,0
2024-01-25,West India,Sports,2,3552.02,2,0
2024-01-26,West India,Sports,1,2304.42,1,0
2024-01-27,West India,Sports,4,6604.16,6,0
2024-01-28,West India,Sports,7,12614.22,11,0
2024-01-29,West India,Sports,4,5425.27,6,0
2024-01-30,West India,Sports,5,9241.68,8,0
2024-01-31,West India,Sports,5,9379.19,7,0
2024-02-01,West India,Sports,6,12637.65,10,0
2024-02-02,West India,Sports,2,2211.71,3,0
2024-02-03,West India,Sports,4,5080.31,5,0
2024-02-04,West India,Sports,3,3426.99,4,0
2024-02-05,West India,Sports,2,3264.11,3,0
2024-02-06,West India,Sports,3,2843.12,5,0
2024-02-07,West India,Sports,2,3437.54,3,0
2024-02-08,West India,Sports,1,1086.94,1,0
2024-02-09,West India,Sports,5,9862.75,7,0
2024-02-10,West India,Sports,2,3350.19,3,0
2024-02-11,West India,Sports,4,3756.06,7,0
2024-02-12,West India,Sports,3,3898.19,5,0
2024-02-13,West India,Sports,2,5072.57,2,0
2024-02-14,West India,Sports,4,6573.79,7,0
2024-02-15,West India,Sports,3,6723.68,5,0
2024-02-16,West India,Sports,4,7607.65,6,0
2024-02-17,West India,Sports,3,4806.98,4,0
2024-02-18,West India,Sports,4,5848.97,7,0
2024-02-19,West India,Sports,4,6227.66,6,0
2024-02-20,West India,Sports,2,3815.55,3,0
2024-02-21,West India,Sports,3,6447.58,4,0
2024-02-22,West India,Sports,4,6088.27,6,0
2024-02-23,West India,Sports,2,3419.34,3,0
2024-02-24,West India,Sports,4,8875.99,6,0
2024-02-25,West India,Sports,3,5053.29,4,0
2024-02-26,West India,Sports,5,6672.0,8,0
2024-02-27,West India,Sports,4,5548.61,7,0
2024-02-28,West India,Sports,1,2300.87,1,0
2024-02-29,West India,Sports,3,3498.41,5,0
2024-03-01,West India,Sports,5,8464.6,9,0
2024-03-02,West India,Sports,5,8416.77,7,0
2024-03-03,West India,Sports,3,5374.92,5,0
2024-03-04,West India,Sports,3,5601.84,5,0
2024-03-05,West India,Sports,2,2381.01,3,0
2024-03-06,West India,Sports,2,4515.83,3,0
2024-03-07,West India,Sports,5,7898.6,8,0
2024-03-08,West India,Sports,2,3755.91,3,0
2024-03-09,West India,Sports,3,5013.56,4,0
2024-03-10,West India,Sports,8,15445.31,14,0
2024-03-11,West India,Sports,2,3426.53,3,0
2024-03-12,West India,Sports,5,8743.63,9,0
2024-03-13,West India,Sports,4,9951.17,7,0
2024-03-14,West India,Sports,1,1811.31,1,0
2024-03-15,West India,Sports,1,1606.15,1,0
2024-03-16,West India,Sports,6,6880.22,9,0
2024-03-17,West India,Sports,5,7482.48,7,0
2024-03-18,West India,Sports,2,3113.49,3,0
2024-03-19,West India,Sports,1,1536.8,1,0
2024-03-20,West India,Sports,2,2698.61,3,0
2024-03-21,West India,Sports,4,7347.43,6,0
2024-03-22,West India,Sports,3,5178.72,4,0
2024-03-23,West India,Sports,4,3778.17,5,0
2024-03-24,West India,Sports,5,9573.74,8,0
2024-03-25,West India,Sports,1,1811.63,1,0
2024-03-26,West India,Sports,5,8734.14,7,0
2024-03-27,West India,Sports,2,4633.67,3,0
2024-03-28,West India,Sports,3,4805.89,4,0
2024-03-29,West India,Sports,1,1341.86,1,0
2024-03-30,West India,Sports,13,23479.5,20,1
2024-03-31,West India,Sports,9,12778.82,12,0
2024-04-01,West India,Sports,4,5051.8,6,0
2024-04-02,West India,Sports,4,9213.31,5,0
2024-04-03,West India,Sports,5,6573.66,7,0
2024-04-04,West India,Sports,1,1447.23,1,0
2024-04-05,West India,Sports,2,2775.14,2,0
2024-04-06,West India,Sports,6,11523.35,9,0
2024-04-07,West India,Sports,7,13868.04,11,0
2024-04-08,West India,Sports,2,4126.62,2,0
2024-04-09,West India,Sports,4,5961.44,5,0
2024-04-10,West India,Sports,5,8776.87,7,0
2024-04-11,West India,Sports,3,4932.03,4,0
2024-04-12,West India,Sports,5,9708.7,9,0
2024-04-13,West India,Sports,5,9132.11,8,0
2024-04-14,West India,Sports,5,11945.37,7,0
2024-04-15,West India,Sports,5,6702.46,9,0
2024-04-16,West India,Sports,1,1627.36,1,0
2024-04-17,West India,Sports,4,7633.22,7,0
2024-04-18,West India,Sports,4,4940.62,7,0
2024-04-19,West India,Sports,3,6427.78,5,0
2024-04-20,West India,Sports,2,2386.96,3,0
2024-04-21,West India,Sports,5,8204.77,9,0
2024-04-22,West India,Sports,4,6230.68,7,0
2024-04-23,West India,Sports,3,4097.65,4,0
2024-04-24,West India,Sports,5,9260.87,8,0
2024-04-25,West India,Sports,4,3833.33,7,0
2024-04-26,West India,Sports,3,5155.76,5,0
2024-04-27,West India,Sports,3,4009.25,4,0
2024-04-28,West India,Sports,2,2540.85,3,0
2024-04-29,West India,Sports,3,6017.77,5,0
2024-04-30,West India,Sports,3,3558.93,4,0
2024-05-01,West India,Sports,5,4410.06,8,0
2024-05-02,West India,Sports,3,4977.62,5,0
2024-05-03,West India,Sports,3,7067.7,4,0
2024-05-04,West India,Sports,1,1320.19,1,0
2024-05-05,West India,Sports,7,9270.3,12,0
2024-05-06,West India,Sports,2,2848.69,3,0
2024-05-07,West India,Sports,7,8137.17,12,0
